question_name,question_link,level,type,topic_slug
Maximum Perimeter of Triangle from array,https://www.geeksforgeeks.org/problems/maximum-perimeter-of-triangle-from-array4322/1?page=1&category=Sorting&sortBy=difficulty,EASY,HOMEWORK,sorting
Largest three distinct elements,https://www.geeksforgeeks.org/problems/largest-three-distinct-elements/1?page=2&category=Sorting&sortBy=difficulty,EASY,HOMEWORK,sorting
Insertion Sort,https://www.geeksforgeeks.org/problems/insertion-sort/1,EASY,CLASSWORK,sorting
Merge Sorted Array,https://leetcode.com/problems/merge-sorted-array/description/,MEDIUM,CLASSWORK,sorting
Merging two unsorted arrays in sorted order,https://www.geeksforgeeks.org/problems/merging-two-unsorted-arrays-in-sorted-order1020/1?page=2&category=Sorting&sortBy=difficulty,MEDIUM,CLASSWORK,sorting
Squares of a Sorted Array,https://leetcode.com/problems/squares-of-a-sorted-array/,MEDIUM,HOMEWORK,sorting
Merge and Sort,https://www.geeksforgeeks.org/problems/merge-and-sort5821/1?page=1&category=Sorting&sortBy=difficulty,EASY,HOMEWORK,sorting
Intersection of Two arrays with Duplicate Elements,https://www.geeksforgeeks.org/problems/intersection-of-two-arrays-with-duplicate-elements/1?page=2&category=Sorting&sortBy=difficulty,EASY,HOMEWORK,sorting
Sort the Half Sorted,https://www.geeksforgeeks.org/problems/sort-the-half-sorted2157/1?page=1&category=Sorting&sortBy=difficulty,EASY,HOMEWORK,sorting
Merge Sort,https://www.geeksforgeeks.org/problems/merge-sort/1,MEDIUM,CLASSWORK,sorting
Count Inversions,https://www.geeksforgeeks.org/problems/inversion-of-array-1587115620/1,MEDIUM,CLASSWORK,sorting
Count of Smaller Numbers After Self,https://leetcode.com/problems/count-of-smaller-numbers-after-self/,MEDIUM,HOMEWORK,sorting
Maximum number of partitions that can be sorted individually to make sorted,https://www.geeksforgeeks.org/problems/maximum-number-of-partitions-that-can-be-sorted-individually-to-make-sorted2926/1?page=3&category=Sorting&sortBy=difficulty,MEDIUM,HOMEWORK,sorting
Equalize an array in minimum operations,https://www.geeksforgeeks.org/problems/equalize-an-array3405/1?page=6&category=Sorting&sortBy=difficulty,MEDIUM,HOMEWORK,sorting
Reverse Pairs,https://leetcode.com/problems/reverse-pairs/,HARD,HOMEWORK,sorting
Smallest Positive Integer that can not be represented as Sum,https://www.geeksforgeeks.org/problems/smallest-number-subset1220/1,HARD,HOMEWORK,sorting
Sort an Array of 1 to n,https://www.geeksforgeeks.org/problems/sort-an-array-which-contains-1-to-n-values-using-mathematical-formula/1?page=2&category=Sorting&sortBy=difficulty,EASY,CLASSWORK,sorting
The Optimal Selection,https://www.geeksforgeeks.org/problems/the-optimal-selection5413/1?page=3&category=Sorting&sortBy=difficulty,EASY,HOMEWORK,sorting
Merge three sorted arrays,https://www.geeksforgeeks.org/problems/merge-three-sorted-arrays-1587115620/1?page=6&category=Sorting&sortBy=difficulty,EASY,HOMEWORK,sorting
Sorting Employees,https://www.geeksforgeeks.org/problems/sorting-employees5907/1?selectedLang=cpp,EASY,CLASSWORK,sorting
K closest point to origin,https://www.geeksforgeeks.org/problems/product-array-puzzle4634/1?page=7&category=Sorting&sortBy=difficulty,EASY,CLASSWORK,sorting
Largest Number,https://leetcode.com/problems/largest-number/,EASY,CLASSWORK,sorting
Sort Array by Increasing Frequency,https://leetcode.com/problems/sort-array-by-increasing-frequency/,EASY,CLASSWORK,sorting
Sort by Set Bit Count,https://www.geeksforgeeks.org/problems/sort-by-set-bit-count1153/1?page=2&category=Sorting&sortBy=difficulty,EASY,HOMEWORK,sorting
Sort Characters By Frequency,https://leetcode.com/problems/sort-characters-by-frequency/,EASY,HOMEWORK,sorting
Largest Even Number,https://www.geeksforgeeks.org/problems/largest-even-number3821/1?page=6&category=Sorting&sortBy=difficulty,MEDIUM,HOMEWORK,sorting
Minimum sum,https://www.geeksforgeeks.org/problems/minimum-sum4058/1?page=7&category=Sorting&sortBy=difficulty,HARD,HOMEWORK,sorting
Marks of PCM,https://www.geeksforgeeks.org/problems/marks-of-pcm2529/1?page=9&category=Sorting&sortBy=difficulty,EASY,HOMEWORK,sorting
Sorted Array Search,https://www.geeksforgeeks.org/problems/who-will-win-1587115621/1,EASY,CLASSWORK,searching
Search Insert Position,https://leetcode.com/problems/search-insert-position/description/?envType=problem-list-v2&envId=binary-search&difficulty=EASY,EASY,HOMEWORK,searching
Floor in a Sorted Array,https://www.geeksforgeeks.org/problems/floor-in-a-sorted-array-1587115620/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,EASY,CLASSWORK,searching
Implement Lower Bound,https://www.geeksforgeeks.org/problems/implement-lower-bound/1?page=1&category=Binary%20Search&sortBy=difficulty,EASY,CLASSWORK,searching
First 1 in a Sorted Binary Array,https://www.geeksforgeeks.org/problems/index-of-first-1-in-a-sorted-array-of-0s-and-1s4048/1,EASY,HOMEWORK,searching
Find First and Last Position of Element in Sorted Array,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/description/,EASY,CLASSWORK,searching
k sorted array,https://www.geeksforgeeks.org/problems/k-sorted-array1610/1?page=1&category=Binary%20Search&sortBy=difficulty,MEDIUM,HOMEWORK,searching
Find the closest number,https://www.geeksforgeeks.org/problems/find-the-closest-number5513/1?page=1&category=Binary%20Search&sortBy=difficulty,EASY,HOMEWORK,searching
Missing element of AP,https://www.geeksforgeeks.org/problems/missing-element-of-ap2228/1?page=2&category=Binary%20Search&sortBy=difficulty,MEDIUM,HOMEWORK,searching
Find Peak Element,https://leetcode.com/problems/find-peak-element/description/,MEDIUM,CLASSWORK,searching
Single Element in a Sorted Array,https://leetcode.com/problems/single-element-in-a-sorted-array/description/,MEDIUM,CLASSWORK,searching
Bitonic Point,https://www.geeksforgeeks.org/problems/maximum-value-in-a-bitonic-array3001/1?page=1&category=Binary%20Search&sortBy=difficulty,MEDIUM,HOMEWORK,searching
Closer to sort,https://www.geeksforgeeks.org/problems/closer-to-sort-1587115620/1?page=4&category=Searching&sortBy=difficulty,HARD,HOMEWORK,searching
Sqrt(x),https://leetcode.com/problems/sqrtx/description/,EASY,CLASSWORK,searching
Valid Perfect Square,https://leetcode.com/problems/valid-perfect-square/,EASY,CLASSWORK,searching
First Bad Version,https://leetcode.com/problems/first-bad-version/,EASY,HOMEWORK,searching
Guess Number Higher or Lower,https://leetcode.com/problems/guess-number-higher-or-lower/,EASY,HOMEWORK,searching
Capacity To Ship Packages Within D Days,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/description/,HARD,HOMEWORK,searching
Split Array Largest Sum,https://leetcode.com/problems/split-array-largest-sum/description/,HARD,CLASSWORK,searching
The Painter's Partition Problem-II,https://www.geeksforgeeks.org/problems/the-painters-partition-problem1535/1,HARD,CLASSWORK,searching
Cube root of a number,https://www.geeksforgeeks.org/problems/cube-root-of-a-number0915/1,EASY,HOMEWORK,searching
Allocate Minimum Pages,https://www.geeksforgeeks.org/problems/allocate-minimum-number-of-pages0937/1?page=4&category=Searching&sortBy=difficulty,MEDIUM,HOMEWORK,searching
Aggressive Cows,https://www.geeksforgeeks.org/problems/aggressive-cows/0,MEDIUM,CLASSWORK,searching
Find the Smallest Divisor Given a Threshold,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/description/,MEDIUM,HOMEWORK,searching
Koko Eating Bananas,https://leetcode.com/problems/koko-eating-bananas/description/,MEDIUM,HOMEWORK,searching
Minimum Speed to Arrive on Time,https://leetcode.com/problems/minimum-speed-to-arrive-on-time/description/,MEDIUM,HOMEWORK,searching
Magnetic Force Between Two Balls,https://leetcode.com/problems/magnetic-force-between-two-balls/description/,MEDIUM,HOMEWORK,searching
Two Sum - Pair with Given Sum,https://www.geeksforgeeks.org/problems/key-pair5616/1,EASY,CLASSWORK,two-pointers
Pair with given sum in a sorted array,https://www.geeksforgeeks.org/problems/pair-with-given-sum-in-a-sorted-array4940/1,EASY,CLASSWORK,two-pointers
Count pairs with given sum,https://www.geeksforgeeks.org/problems/count-pairs-with-given-sum--150253/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,HOMEWORK,two-pointers
K-diff Pairs in an Array,https://leetcode.com/problems/k-diff-pairs-in-an-array/description/,MEDIUM,CLASSWORK,two-pointers
Valid Pair Sum,https://www.geeksforgeeks.org/problems/valid-pair-sum--141631/1,MEDIUM,HOMEWORK,two-pointers
Closest Pair Sum in an unsorted Array,https://www.geeksforgeeks.org/problems/closest-pair-sum-in-an-unsorted-array/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,CLASSWORK,two-pointers
Happiest Triplet,https://www.geeksforgeeks.org/problems/happiest-triplet2921/1,MEDIUM,CLASSWORK,two-pointers
Find the closest pair from two arrays,https://www.geeksforgeeks.org/problems/find-the-closest-pair-from-two-arrays4215/1,MEDIUM,CLASSWORK,two-pointers
Minimize Maximum Pair Sum in Array,https://leetcode.com/problems/minimize-maximum-pair-sum-in-array/description/,MEDIUM,HOMEWORK,two-pointers
Maximum Distance Between a Pair of Values,https://leetcode.com/problems/maximum-distance-between-a-pair-of-values/description/,MEDIUM,HOMEWORK,two-pointers
Find all pairs with a given sum,https://www.geeksforgeeks.org/problems/find-all-pairs-whose-sum-is-x5808/1,MEDIUM,HOMEWORK,two-pointers
Search in a Row-Column sorted matrix,https://www.geeksforgeeks.org/problems/search-in-a-matrix17201720/1,MEDIUM,CLASSWORK,two-pointers
Row with max 1s,https://www.geeksforgeeks.org/problems/row-with-max-1s0023/1,MEDIUM,CLASSWORK,two-pointers
Container With Most Water,https://leetcode.com/problems/container-with-most-water/description/,MEDIUM,CLASSWORK,two-pointers
Length of Longest Subarray With at Most K Frequency,https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency/,HARD,CLASSWORK,two-pointers
Max Consecutive Ones III,https://leetcode.com/problems/max-consecutive-ones-iii/description/,HARD,HOMEWORK,two-pointers
Maximum Erasure Value,https://leetcode.com/problems/maximum-erasure-value/,HARD,HOMEWORK,two-pointers
Longest Nice Subarray,https://leetcode.com/problems/longest-nice-subarray/,HARD,HOMEWORK,two-pointers
Minimum Size Subarray Sum,https://leetcode.com/problems/minimum-size-subarray-sum/,MEDIUM,CLASSWORK,two-pointers
Minimum Consecutive Cards to Pick Up,https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up/,HARD,HOMEWORK,two-pointers
Partition Array Into Two Arrays to Minimize Sum Difference,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/,MEDIUM,HOMEWORK,meet-in-the-middle
4Sum,https://leetcode.com/problems/4sum/,MEDIUM,CLASSWORK,meet-in-the-middle
4Sum II,https://leetcode.com/problems/4sum-ii/description/,MEDIUM,CLASSWORK,meet-in-the-middle
Palindrome String,https://www.geeksforgeeks.org/problems/palindrome-string0817/1,EASY,CLASSWORK,strings
Longest Palindrome in a String,https://www.geeksforgeeks.org/problems/longest-palindrome-in-a-string3411/1?page=1&category=Strings&sortBy=submissions,MEDIUM,CLASSWORK,strings
C++ Strings,https://www.geeksforgeeks.org/problems/c-strings4609/1,EASY,CLASSWORK,strings
Parenthesis Checker,https://www.geeksforgeeks.org/problems/parenthesis-checker2744/1?page=1&category=Strings&sortBy=submissions,EASY,HOMEWORK,strings
Reverse Words,https://www.geeksforgeeks.org/problems/reverse-words-in-a-given-string5459/1?page=1&category=Strings&sortBy=submissions,MEDIUM,HOMEWORK,strings
Non Repeating Character,https://www.geeksforgeeks.org/problems/non-repeating-character-1587115620/1?page=1&category=Strings&sortBy=submissions,EASY,HOMEWORK,strings
Isomorphic Strings,https://www.geeksforgeeks.org/problems/isomorphic-strings-1587115620/1?page=1&category=Strings&sortBy=submissions,EASY,HOMEWORK,strings
Remove vowels from string,https://www.geeksforgeeks.org/problems/remove-vowels-from-string1446/1?page=4&category=Strings&sortBy=difficulty,EASY,HOMEWORK,strings
Longest Common Prefix of Strings,https://www.geeksforgeeks.org/problems/longest-common-prefix-in-an-array5129/1?page=6&category=Strings&sortBy=difficulty,MEDIUM,HOMEWORK,strings
Longest substring with distinct characters,https://www.geeksforgeeks.org/problems/longest-distinct-characters-in-string5848/1,MEDIUM,CLASSWORK,strings
Longest Substring with K Uniques,https://www.geeksforgeeks.org/problems/longest-k-unique-characters-substring0853/1?page=4&category=two-pointer-algorithm&sortBy=difficulty,MEDIUM,HOMEWORK,strings
Count Subarray with k odds,https://www.geeksforgeeks.org/problems/count-subarray-with-k-odds/1?page=4&category=two-pointer-algorithm&sortBy=difficulty,HARD,HOMEWORK,strings
Subarrays with K Different Integers,https://leetcode.com/problems/subarrays-with-k-different-integers/,HARD,HOMEWORK,strings
Count Complete Subarrays in an Array,https://leetcode.com/problems/count-complete-subarrays-in-an-array/,HARD,HOMEWORK,strings
Search Pattern (KMP-Algorithm),https://www.geeksforgeeks.org/problems/search-pattern0205/1,HARD,CLASSWORK,pattern-matching
First Occurence,https://www.geeksforgeeks.org/problems/implement-strstr/1?page=1&category=Pattern%20Searching&sortBy=difficulty,EASY,CLASSWORK,pattern-matching
Minimum times A has to be repeated such that B is a substring of it,https://www.geeksforgeeks.org/problems/implement-strstr/1?page=1&category=Pattern%20Searching&sortBy=difficulty,MEDIUM,HOMEWORK,pattern-matching
Case Insensitive Search,https://www.geeksforgeeks.org/problems/case-insensitive-search/1?page=1&category=Pattern%20Searching&sortBy=difficulty,MEDIUM,HOMEWORK,pattern-matching
1[0]1 Pattern Count,https://www.geeksforgeeks.org/problems/101-pattern-count1341/1?page=1&category=Pattern%20Searching&sortBy=difficulty,EASY,HOMEWORK,pattern-matching
Min Chars to Add for Palindrome,https://www.geeksforgeeks.org/problems/minimum-characters-to-be-added-at-front-to-make-string-palindrome/1,HARD,CLASSWORK,pattern-matching
Periodic Strings,https://onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=396,HARD,HOMEWORK,pattern-matching
Array to Linked List,https://www.geeksforgeeks.org/problems/introduction-to-linked-list/0,EASY,CLASSWORK,linked-list
Search in Linked List,https://www.geeksforgeeks.org/problems/search-in-linked-list-1664434326/0,EASY,CLASSWORK,linked-list
Print Linked List,https://www.hackerrank.com/challenges/print-the-elements-of-a-linked-list/problem?isFullScreen=true,EASY,CLASSWORK,linked-list
Count Linked List Nodes,https://www.geeksforgeeks.org/problems/count-nodes-of-linked-list/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,EASY,CLASSWORK,linked-list
Is Linked List Length Even?,https://www.geeksforgeeks.org/problems/linked-list-length-even-or-odd/1?page=1&category=Linked%20List&sortBy=difficulty,EASY,CLASSWORK,linked-list
Modular Node,https://www.geeksforgeeks.org/problems/modular-node/1?page=1&category=Linked%20List&sortBy=difficulty,EASY,CLASSWORK,linked-list
Insert in Middle of Linked List,https://www.geeksforgeeks.org/problems/insert-in-middle-of-linked-list/1?page=1&category=Linked%20List&sortBy=difficulty,MEDIUM,CLASSWORK,linked-list
Linked List Insertion At End,https://www.geeksforgeeks.org/problems/linked-list-insertion-1587115620/1?page=1&category=Linked%20List&sortBy=difficulty,MEDIUM,CLASSWORK,linked-list
Kth from End of Linked List,https://www.geeksforgeeks.org/problems/nth-node-from-end-of-linked-list/1?page=2&category=Linked%20List&sortBy=difficulty,MEDIUM,CLASSWORK,linked-list
Identical Linked Lists,https://www.geeksforgeeks.org/problems/identical-linked-lists/1?page=1&category=Linked%20List&sortBy=difficulty,EASY,HOMEWORK,linked-list
Insert in a Sorted List,https://www.geeksforgeeks.org/problems/insert-in-a-sorted-list/1,MEDIUM,HOMEWORK,linked-list
Remove Linked List Elements,https://leetcode.com/problems/remove-linked-list-elements/description/,MEDIUM,CLASSWORK,linked-list
Remove Duplicates from Sorted List,https://leetcode.com/problems/remove-duplicates-from-sorted-list/description/,MEDIUM,HOMEWORK,linked-list
Delete Node in a Linked List,https://leetcode.com/problems/delete-node-in-a-linked-list/description/,MEDIUM,HOMEWORK,linked-list
Remove Duplicates from a Sorted Linked List,https://www.geeksforgeeks.org/problems/remove-duplicate-element-from-sorted-linked-list/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,HOMEWORK,linked-list
Reverse Linked List,https://leetcode.com/problems/reverse-linked-list/description/,MEDIUM,CLASSWORK,linked-list
Reverse a Linked List in Groups,https://www.geeksforgeeks.org/problems/reverse-a-linked-list-in-groups-of-given-size/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,HOMEWORK,linked-list
Reverse Nodes in k-Group,https://leetcode.com/problems/reverse-nodes-in-k-group/description/,MEDIUM,HOMEWORK,linked-list
Middle of the Linked List,https://leetcode.com/problems/middle-of-the-linked-list/description/,EASY,CLASSWORK,linked-list
Palindrome Linked List,https://leetcode.com/problems/palindrome-linked-list/description/,MEDIUM,CLASSWORK,linked-list
Reorder List,https://leetcode.com/problems/reorder-list/description/,MEDIUM,CLASSWORK,linked-list
Odd Even Linked List,https://leetcode.com/problems/odd-even-linked-list/description/,MEDIUM,HOMEWORK,linked-list
Longest Palindrome in Linked List,https://www.geeksforgeeks.org/problems/length-of-longest-palindrome-in-linked-list/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,HARD,HOMEWORK,linked-list
Linked List Cycle,https://leetcode.com/problems/linked-list-cycle/description/,EASY,CLASSWORK,linked-list
Linked List Cycle II,https://leetcode.com/problems/linked-list-cycle-ii/,MEDIUM,CLASSWORK,linked-list
Remove loop in Linked List,https://www.geeksforgeeks.org/problems/remove-loop-in-linked-list/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,CLASSWORK,linked-list
Intersection of Two Linked Lists,https://leetcode.com/problems/intersection-of-two-linked-lists/description/,MEDIUM,CLASSWORK,linked-list
Remove Nth Node From End of List,https://leetcode.com/problems/remove-nth-node-from-end-of-list/description/,MEDIUM,HOMEWORK,linked-list
Max value after m range operation,https://www.geeksforgeeks.org/problems/max-value-after-m-range-operation4300/1?page=1&category=prefix-sum&sortBy=submissions,MEDIUM,CLASSWORK,problem-solving-arrays
Trapping Rain Water,https://www.geeksforgeeks.org/problems/trapping-rain-water-1587115621/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,HARD,CLASSWORK,problem-solving-arrays
Product array puzzle,https://www.geeksforgeeks.org/problems/product-array-puzzle4525/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,HARD,CLASSWORK,problem-solving-arrays
First Missing Positive,https://leetcode.com/problems/first-missing-positive/description/,MEDIUM,CLASSWORK,problem-solving-arrays
Missing Number,https://leetcode.com/problems/missing-number/,EASY,HOMEWORK,problem-solving-arrays
Link,https://leetcode.com/problems/find-the-duplicate-number/,EASY,HOMEWORK,problem-solving-arrays
Find All Numbers Disappeared in an Array,https://leetcode.com/problems/find-the-duplicate-number/,EASY,HOMEWORK,problem-solving-arrays
Majority Element,https://leetcode.com/problems/majority-element/description/,MEDIUM,CLASSWORK,problem-solving-arrays
Minimum swaps and K together,https://www.geeksforgeeks.org/problems/minimum-swaps-required-to-bring-all-elements-less-than-or-equal-to-k-together4847/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,CLASSWORK,problem-solving-arrays
Majority Element II,https://leetcode.com/problems/majority-element-ii/,MEDIUM,HOMEWORK,problem-solving-arrays
Minimum Index of a Valid Split,https://leetcode.com/problems/minimum-index-of-a-valid-split/,MEDIUM,HOMEWORK,problem-solving-arrays
Merge Intervals,https://leetcode.com/problems/merge-intervals/,MEDIUM,CLASSWORK,problem-solving-arrays
Insert Interval,https://leetcode.com/problems/insert-interval/,MEDIUM,CLASSWORK,problem-solving-arrays
Interval List Intersections,https://leetcode.com/problems/interval-list-intersections/,MEDIUM,HOMEWORK,problem-solving-arrays
Divide Intervals Into Minimum Number of Groups,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups/,MEDIUM,HOMEWORK,problem-solving-arrays
Next Permutation,https://leetcode.com/problems/next-permutation/,MEDIUM,CLASSWORK,problem-solving-arrays
Permutations,https://leetcode.com/problems/permutations/,EASY,HOMEWORK,problem-solving-arrays
Permutations II,https://leetcode.com/problems/permutations-ii/,MEDIUM,HOMEWORK,problem-solving-arrays
Permutation Sequence,https://leetcode.com/problems/permutation-sequence/,HARD,HOMEWORK,problem-solving-arrays
Wiggle Sort II,https://leetcode.com/problems/wiggle-sort-ii/,MEDIUM,HOMEWORK,problem-solving-arrays
Wave Array,https://www.geeksforgeeks.org/problems/wave-array-1587115621/0,EASY,HOMEWORK,problem-solving-arrays
Prefix Sum of Matrix (Or 2D Array),https://www.geeksforgeeks.org/problems/queries-on-a-matrix0443/1,MEDIUM,CLASSWORK,problem-solving-arrays
Queries on a Matrix,https://www.geeksforgeeks.org/problems/queries-on-a-matrix0443/1,HARD,HOMEWORK,problem-solving-arrays
Number of submatrix have sum X,https://www.geeksforgeeks.org/problems/number-of-submatrix-have-sum-k/1?page=7&category=Matrix&sortBy=difficulty,HARD,CLASSWORK,problem-solving-arrays
Coins of Geekland,https://www.geeksforgeeks.org/problems/prefix-sum-of-matrix-or-2d-array/1?page=3&category=Matrix&sortBy=difficulty,HARD,HOMEWORK,problem-solving-arrays
Count number of free cell,https://www.geeksforgeeks.org/problems/count-number-of-free-cell--170646/1?page=4&category=Matrix&sortBy=difficulty,HARD,HOMEWORK,problem-solving-arrays
Find the Peak Element in a 2D Matrix,https://www.geeksforgeeks.org/problems/find-the-peak-element-in-a-2d-matrix/1?page=4&category=Matrix&sortBy=difficulty,HARD,HOMEWORK,problem-solving-arrays
Maximum value of expression,https://www.geeksforgeeks.org/problems/maximum-value-of-expression2515/1,MEDIUM,CLASSWORK,problem-solving-arrays
Maximum of Absolute Value Expression,https://leetcode.com/problems/maximum-of-absolute-value-expression/,MEDIUM,HOMEWORK,problem-solving-arrays
Quick Sort,https://www.geeksforgeeks.org/problems/quick-sort/1,MEDIUM,CLASSWORK,problem-solving-sorting
Quick Sort,https://www.geeksforgeeks.org/problems/quick-sort-on-linked-list/1,MEDIUM,CLASSWORK,problem-solving-sorting
Kth Largest Element in an Array,https://leetcode.com/problems/kth-largest-element-in-an-array/,HARD,HOMEWORK,problem-solving-sorting
Max Points on a Line,https://leetcode.com/problems/max-points-on-a-line/,HARD,HOMEWORK,problem-solving-hashing
Minimum Lines to Represent a Line Chart,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart/,HARD,HOMEWORK,problem-solving-hashing
Closest Similar Elements,https://www.geeksforgeeks.org/problems/water-the-plants--141631/1?page=9&category=Sorting&sortBy=difficulty,MEDIUM,HOMEWORK,treemap-and-treeset
Contains Duplicate III,https://leetcode.com/problems/contains-duplicate-iii/,HARD,HOMEWORK,treemap-and-treeset
Find Right Interval,https://leetcode.com/problems/find-right-interval/,MEDIUM,HOMEWORK,treemap-and-treeset
My Calendar I,https://leetcode.com/problems/my-calendar-i/,MEDIUM,HOMEWORK,treemap-and-treeset
Exam Room,https://leetcode.com/problems/exam-room/,MEDIUM,HOMEWORK,treemap-and-treeset
Search in Rotated Sorted Array,https://leetcode.com/problems/search-in-rotated-sorted-array/description/,MEDIUM,CLASSWORK,problem-solving-binary-search
Find Minimum in Rotated Sorted Array,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/,MEDIUM,CLASSWORK,problem-solving-binary-search
Kth Missing Positive Number in a Sorted Array,https://www.geeksforgeeks.org/problems/kth-missing-positive-number-in-a-sorted-array/1,MEDIUM,HOMEWORK,problem-solving-binary-search
K-th element of two Arrays,https://www.geeksforgeeks.org/problems/k-th-element-of-two-sorted-array1317/1,MEDIUM,CLASSWORK,problem-solving-searching
Median of 2 Sorted Arrays of Same Size,https://www.geeksforgeeks.org/problems/median-of-2-sorted-arrays-of-same-size/1,MEDIUM,CLASSWORK,problem-solving-searching
Median of Two Sorted Arrays,https://leetcode.com/problems/median-of-two-sorted-arrays/,HARD,HOMEWORK,problem-solving-searching
Kth Smallest Element in a Sorted Matrix,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/,MEDIUM,CLASSWORK,problem-solving-searching
Kth Smallest Number in Multiplication Table,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/,MEDIUM,HOMEWORK,problem-solving-searching
Find K-th Smallest Pair Distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance/,MEDIUM,HOMEWORK,problem-solving-searching
Median in a row-wise sorted Matrix,https://www.geeksforgeeks.org/problems/median-in-a-row-wise-sorted-matrix1527/1,MEDIUM,CLASSWORK,problem-solving-searching
Missing Number in Sorted Array of Natural Numbers,https://www.geeksforgeeks.org/problems/missing-number-in-sorted-array-of-natural-numbers/1,MEDIUM,CLASSWORK,problem-solving-searching
Count elements less than or equal to k in a sorted rotated array,https://www.geeksforgeeks.org/problems/count-elements-less-than-or-equal-to-k-in-a-sorted-rotated-array/1?page=2&category=Binary%20Search&sortBy=difficulty,MEDIUM,HOMEWORK,problem-solving-searching
Minimum Window Substring,https://leetcode.com/problems/minimum-window-substring/,MEDIUM,CLASSWORK,problem-solving-two-pointers
Permutation in String,https://leetcode.com/problems/permutation-in-string/,MEDIUM,HOMEWORK,problem-solving-two-pointers
Find All Anagrams in a String,https://leetcode.com/problems/find-all-anagrams-in-a-string/,MEDIUM,HOMEWORK,problem-solving-two-pointers
Count Substrings That Can Be Rearranged to Contain a String II,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-ii/,HARD,HOMEWORK,problem-solving-two-pointers
Count Substrings That Can Be Rearranged to Contain a String I,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-i/,HARD,HOMEWORK,problem-solving-two-pointers
Merge Two Sorted Lists,https://leetcode.com/problems/merge-two-sorted-lists/description/,MEDIUM,CLASSWORK,problem-solving-linked-list
Merge k Sorted Lists,https://leetcode.com/problems/merge-k-sorted-lists/description/,MEDIUM,CLASSWORK,problem-solving-linked-list
Sort List,https://leetcode.com/problems/sort-list/description/,MEDIUM,CLASSWORK,problem-solving-linked-list
Insertion Sort List,https://leetcode.com/problems/insertion-sort-list/,EASY,HOMEWORK,problem-solving-linked-list
Copy List with Random Pointer,https://leetcode.com/problems/copy-list-with-random-pointer/,MEDIUM,CLASSWORK,problem-solving-linked-list
Flattening a Linked List,https://www.geeksforgeeks.org/problems/flattening-a-linked-list/1,MEDIUM,HOMEWORK,problem-solving-linked-list
Insertion at doubly linked list,https://www.geeksforgeeks.org/problems/insert-a-node-in-doubly-linked-list/1,EASY,CLASSWORK,problem-solving-linked-list
Delete in a Doubly Linked List,https://www.geeksforgeeks.org/problems/delete-node-in-doubly-linked-list/1,EASY,CLASSWORK,problem-solving-linked-list
LRU Cache,https://leetcode.com/problems/lru-cache/description/,HARD,CLASSWORK,problem-solving-linked-list
LFU Cache,https://leetcode.com/problems/lfu-cache/,HARD,HOMEWORK,problem-solving-linked-list
Rotate doubly Linked List,https://www.geeksforgeeks.org/problems/rotate-doubly-linked-list-by-p-nodes/1,EASY,HOMEWORK,problem-solving-linked-list
Insert in Sorted way in a Sorted DLL,https://www.geeksforgeeks.org/problems/insert-in-sorted-way-in-a-sorted-dll/1,MEDIUM,HOMEWORK,problem-solving-linked-list
Flatten a Multilevel Doubly Linked List,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/description/,MEDIUM,HOMEWORK,problem-solving-linked-list
Doubly Linked List Traversal,https://www.geeksforgeeks.org/problems/display-doubly-linked-list--154650/0,EASY,HOMEWORK,problem-solving-linked-list
Introduction to Doubly Linked List,https://www.geeksforgeeks.org/problems/introduction-to-doubly-linked-list/0,EASY,HOMEWORK,problem-solving-linked-list
Find the Duplicate Number,https://leetcode.com/problems/find-the-duplicate-number/,HARD,CLASSWORK,problem-solving-linked-list
