question_name,question_link,level,type,topic_slug
Add Two Numbers,https://leetcode.com/problems/add-two-numbers/,MEDIUM,CLASSWORK,problem-solving-linked-list
Double a Number Represented as a Linked List,https://leetcode.com/problems/double-a-number-represented-as-a-linked-list/,MEDIUM,HOMEWORK,problem-solving-linked-list
Valid Parentheses,https://leetcode.com/problems/valid-parentheses/description/,MEDIUM,CLASSWORK,stack
Remove All Adjacent Duplicates In String,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/description/,MEDIUM,CLASSWORK,stack
Remove Outermost Parentheses,https://leetcode.com/problems/remove-outermost-parentheses/description/,MEDIUM,HOMEWORK,stack
Make The String Great,https://leetcode.com/problems/make-the-string-great/description/,MEDIUM,HOMEWORK,stack
Crawler Log Folder,https://leetcode.com/problems/crawler-log-folder/description/,MEDIUM,HOMEWORK,stack
Remove All Adjacent Duplicates in String II,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/,HARD,HOMEWORK,stack
Removing Stars From a String,https://leetcode.com/problems/removing-stars-from-a-string/,MEDIUM,HOMEWORK,stack
Evaluate Reverse Polish Notation,https://leetcode.com/problems/evaluate-reverse-polish-notation/,MEDIUM,CLASSWORK,stack
Infix to Postfix,https://www.geeksforgeeks.org/problems/infix-to-postfix-1587115620/1,HARD,CLASSWORK,stack
Basic Calculator,https://leetcode.com/problems/basic-calculator/,HARD,HOMEWORK,stack
Min Stack,https://leetcode.com/problems/min-stack/,EASY,CLASSWORK,stack
Maximum Frequency Stack,https://leetcode.com/problems/maximum-frequency-stack/,MEDIUM,CLASSWORK,stack
Get Max from Stack,https://www.geeksforgeeks.org/problems/get-max-from-stack/1,EASY,HOMEWORK,stack
Reverse First K elements of Queue,https://www.geeksforgeeks.org/problems/reverse-first-k-elements-of-queue/1,EASY,CLASSWORK,queues
Number of Students Unable to Eat Lunch,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch/description/,EASY,HOMEWORK,queues
Queue using Linked List,https://www.geeksforgeeks.org/problems/implement-queue-using-linked-list/1,EASY,CLASSWORK,queues
Next Greater Element I,https://www.geeksforgeeks.org/problems/next-larger-element-1587115620/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,CLASSWORK,advanced-stacks
Help Classmates,https://www.geeksforgeeks.org/problems/help-classmates--141631/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,CLASSWORK,advanced-stacks
Smaller on Left,https://www.geeksforgeeks.org/problems/smallest-number-on-left3403/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,CLASSWORK,advanced-stacks
Next Greater Element I,https://leetcode.com/problems/next-greater-element-i/description/,MEDIUM,CLASSWORK,advanced-stacks
Online Stock Span,https://leetcode.com/problems/online-stock-span/,MEDIUM,HOMEWORK,advanced-stacks
Daily Temperatures,https://leetcode.com/problems/daily-temperatures/,MEDIUM,HOMEWORK,advanced-stacks
Next Greater Node In Linked List,https://leetcode.com/problems/next-greater-node-in-linked-list/,MEDIUM,HOMEWORK,advanced-stacks
Largest Rectangle in Histogram,https://leetcode.com/problems/largest-rectangle-in-histogram/description/,HARD,CLASSWORK,advanced-stacks
Maximal Rectangle,https://leetcode.com/problems/maximal-rectangle/,HARD,CLASSWORK,advanced-stacks
Maximal Square,https://leetcode.com/problems/maximal-square/,HARD,HOMEWORK,advanced-stacks
Sum of Max of Subarrays,https://www.geeksforgeeks.org/problems/sum-of-max-of-subarrays/1,HARD,CLASSWORK,advanced-stacks
Sum of Subarray Minimums,https://leetcode.com/problems/sum-of-subarray-minimums/,MEDIUM,HOMEWORK,advanced-stacks
Sum of Subarray Ranges,https://leetcode.com/problems/sum-of-subarray-ranges/,MEDIUM,HOMEWORK,advanced-stacks
Sum of Total Strength of Wizards,https://leetcode.com/problems/sum-of-total-strength-of-wizards/,MEDIUM,HOMEWORK,advanced-stacks
Remove Duplicate Letters,https://leetcode.com/problems/remove-duplicate-letters/,MEDIUM,CLASSWORK,advanced-stacks
Implement Queue using Stacks,https://leetcode.com/problems/implement-queue-using-stacks/,MEDIUM,CLASSWORK,advanced-stacks
Remove All Adjacent Duplicates in String II,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/,MEDIUM,CLASSWORK,advanced-stacks
Smallest K-Length Subsequence With Occurrences of a Letter,https://leetcode.com/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter/,HARD,HOMEWORK,advanced-stacks
Remove K Digits,https://leetcode.com/problems/remove-k-digits/,HARD,HOMEWORK,advanced-stacks
Implement Stack using Queues,https://leetcode.com/problems/implement-stack-using-queues/,MEDIUM,HOMEWORK,advanced-stacks
Sort a stack,https://www.geeksforgeeks.org/problems/sort-a-stack/1,MEDIUM,HOMEWORK,advanced-stacks
Stream First Non-repeating,https://www.geeksforgeeks.org/problems/first-non-repeating-character-in-a-stream1216/1,MEDIUM,CLASSWORK,advanced-stacks
First negative in every window of size k,https://www.geeksforgeeks.org/problems/first-negative-integer-in-every-window-of-size-k3345/1,MEDIUM,CLASSWORK,advanced-queue
Design MinMax Queue,https://www.geeksforgeeks.org/problems/design-minmax-queue/1?page=1&category=Deque&sortBy=submissions,MEDIUM,HOMEWORK,advanced-queue
Sliding Window Maximum,https://leetcode.com/problems/sliding-window-maximum/description/,HARD,CLASSWORK,advanced-deque
Implementation of Deque using doubly linked list,https://www.geeksforgeeks.org/problems/implementation-of-deque-using-doubly-linked-list/1?page=1&category=Deque&sortBy=submissions,MEDIUM,CLASSWORK,advanced-deque
Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/,HARD,HOMEWORK,advanced-deque
Continuous Subarrays,https://leetcode.com/problems/continuous-subarrays/description/,HARD,HOMEWORK,advanced-deque
Shortest Subarray with Sum at Least K,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/,HARD,CLASSWORK,advanced-deque
Maximum subarray sum 2,https://www.geeksforgeeks.org/problems/maximum-subarray-sum--110820/1?page=1&category=Deque&sortBy=submissions,HARD,HOMEWORK,advanced-deque
Longest Bounded-Difference Subarray,https://www.geeksforgeeks.org/problems/longest-bounded-difference-subarray/1?page=1&category=Deque&sortBy=submissions,HARD,HOMEWORK,advanced-deque
Jump Game VI,https://leetcode.com/problems/jump-game-vi/,MEDIUM,HOMEWORK,advanced-deque
Constrained Subsequence Sum,https://leetcode.com/problems/constrained-subsequence-sum/,HARD,HOMEWORK,advanced-deque
Binary Tree Representation,https://www.geeksforgeeks.org/problems/binary-tree-representation/1,EASY,CLASSWORK,trees
Binary Tree Preorder Traversal,https://leetcode.com/problems/binary-tree-preorder-traversal/description/,EASY,CLASSWORK,trees
Binary Tree Inorder Traversal,https://leetcode.com/problems/binary-tree-inorder-traversal/description/,EASY,CLASSWORK,trees
Binary Tree Postorder Traversal,https://leetcode.com/problems/binary-tree-postorder-traversal/description/,EASY,CLASSWORK,trees
N-ary Tree Preorder Traversal,https://leetcode.com/problems/n-ary-tree-preorder-traversal/,EASY,HOMEWORK,trees
N-ary Tree Postorder Traversal,https://leetcode.com/problems/n-ary-tree-postorder-traversal/,EASY,HOMEWORK,trees
Same Tree,https://leetcode.com/problems/same-tree/,EASY,HOMEWORK,trees
Symmetric Tree,https://leetcode.com/problems/symmetric-tree/,EASY,HOMEWORK,trees
Size of Binary Tree,https://www.geeksforgeeks.org/problems/size-of-binary-tree/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,EASY,CLASSWORK,trees
Sum of Binary Tree,https://www.geeksforgeeks.org/problems/sum-of-binary-tree/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,EASY,CLASSWORK,trees
Height of Binary Tree,https://www.geeksforgeeks.org/problems/height-of-binary-tree/1,EASY,CLASSWORK,trees
Maximum Depth of Binary Tree,https://leetcode.com/problems/maximum-depth-of-binary-tree/description/,EASY,CLASSWORK,trees
Max and min element in Binary Tree,https://www.geeksforgeeks.org/problems/max-and-min-element-in-binary-tree/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,EASY,CLASSWORK,trees
Sum of Leaf Nodes,https://www.geeksforgeeks.org/problems/sum-of-leaf-nodes/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,EASY,HOMEWORK,trees
Balanced Binary Tree,https://leetcode.com/problems/balanced-binary-tree/,MEDIUM,CLASSWORK,trees
Sum of Left Leaves,https://leetcode.com/problems/sum-of-left-leaves/,MEDIUM,HOMEWORK,trees
Largest subtree sum in a tree,https://www.geeksforgeeks.org/problems/largest-subtree-sum-in-a-tree/1,MEDIUM,HOMEWORK,trees
Count Non-Leaf Nodes in Tree,https://www.geeksforgeeks.org/problems/count-non-leaf-nodes-in-tree/1?page=1&category=Tree&sortBy=difficulty,MEDIUM,HOMEWORK,trees
Count Leaves in Binary Tree,https://www.geeksforgeeks.org/problems/count-leaves-in-binary-tree/1?page=1&category=Tree&sortBy=difficulty,MEDIUM,HOMEWORK,trees
Transform to Sum Tree,https://www.geeksforgeeks.org/problems/transform-to-sum-tree/1?page=2&category=Tree&sortBy=difficulty,MEDIUM,HOMEWORK,trees
Binary Tree K level sum,https://www.geeksforgeeks.org/problems/binary-tree-k-level-sum3857/1?page=3&category=Tree&sortBy=difficulty,MEDIUM,HOMEWORK,trees
Diameter of Binary Tree,https://leetcode.com/problems/diameter-of-binary-tree/description/,EASY,CLASSWORK,trees
Iterative Inorder,https://www.geeksforgeeks.org/problems/inorder-traversal-iterative/1,EASY,CLASSWORK,trees
Preorder traversal (Iterative),https://www.geeksforgeeks.org/problems/preorder-traversal-iterative/1,EASY,CLASSWORK,trees
Iterative Postorder,https://www.geeksforgeeks.org/problems/postorder-traversal-iterative/1,EASY,CLASSWORK,trees
Two Mirror Trees,https://www.geeksforgeeks.org/problems/two-mirror-trees/1?page=3&category=Tree&sortBy=difficulty,EASY,CLASSWORK,trees
Maximum Depth of N-ary Tree,https://leetcode.com/problems/maximum-depth-of-n-ary-tree/,MEDIUM,HOMEWORK,trees
Root Equals Sum of Children,https://leetcode.com/problems/root-equals-sum-of-children/,EASY,HOMEWORK,trees
Evaluate Boolean Binary Tree,https://leetcode.com/problems/evaluate-boolean-binary-tree/,MEDIUM,HOMEWORK,trees
Level order traversal,https://www.geeksforgeeks.org/problems/level-order-traversal/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,EASY,CLASSWORK,trees
Binary Tree Level Order Traversal,https://leetcode.com/problems/binary-tree-level-order-traversal/description/,MEDIUM,CLASSWORK,trees
Left View of Binary Tree,https://www.geeksforgeeks.org/problems/left-view-of-binary-tree/1,MEDIUM,CLASSWORK,trees
Binary Tree Right Side View,https://leetcode.com/problems/binary-tree-right-side-view/,MEDIUM,CLASSWORK,trees
Binary Tree Zigzag Level Order Traversal,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/,HARD,HOMEWORK,trees
Vertical Tree Traversal,https://www.geeksforgeeks.org/problems/print-a-binary-tree-in-vertical-order/1,HARD,CLASSWORK,trees
Vertical Order Traversal of a Binary Tree,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/,HARD,HOMEWORK,trees
Top View of Binary Tree,https://www.geeksforgeeks.org/problems/top-view-of-binary-tree/1,MEDIUM,HOMEWORK,trees
Bottom View of Binary Tree,https://www.geeksforgeeks.org/problems/bottom-view-of-binary-tree/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,HOMEWORK,trees
Diagonal Tree Traversal,https://www.geeksforgeeks.org/problems/diagonal-traversal-of-binary-tree/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,HOMEWORK,trees
Tree Boundary Traversal,https://www.geeksforgeeks.org/problems/boundary-traversal-of-binary-tree/1,HARD,HOMEWORK,trees
Construct Binary Tree from Preorder and Inorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/description/,MEDIUM,CLASSWORK,trees
Postorder from Inorder and Preorder,https://www.geeksforgeeks.org/problems/postorder-traversal-from-given-inorder-and-preorder-traversals/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,CLASSWORK,trees
Construct Binary Tree from Inorder and Postorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/,MEDIUM,HOMEWORK,trees
Check Tree Traversal,https://www.geeksforgeeks.org/problems/check-tree-traversal--141628/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,HARD,HOMEWORK,trees
Flatten binary tree to linked list,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/description/,MEDIUM,HOMEWORK,trees
Binary Tree to CDLL,https://www.geeksforgeeks.org/problems/binary-tree-to-cdll/1,MEDIUM,CLASSWORK,trees
Construct Binary Tree from String with bracket representation,https://www.geeksforgeeks.org/problems/construct-binary-tree-from-string-with-bracket-representation/1?page=4&category=Tree&sortBy=difficulty,MEDIUM,HOMEWORK,trees
Leaves to DLL,https://www.geeksforgeeks.org/problems/leaves-to-dll/1?page=4&category=Tree&sortBy=difficulty,MEDIUM,HOMEWORK,trees
All Nodes Distance K in Binary Tree,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/description/,HARD,CLASSWORK,trees
Amount of Time for Binary Tree to Be Infected,https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected/,MEDIUM,HOMEWORK,trees
Path to Given Node,https://www.interviewbit.com/problems/path-to-given-node/,MEDIUM,CLASSWORK,trees
Find Bottom Left Tree Value,https://leetcode.com/problems/find-bottom-left-tree-value/description/,MEDIUM,HOMEWORK,trees
Find Largest Value in Each Tree Row,https://leetcode.com/problems/find-largest-value-in-each-tree-row/description/,MEDIUM,HOMEWORK,trees
Maximum Level Sum of a Binary Tree,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/description/,MEDIUM,HOMEWORK,trees
Binary Tree Maximum Path Sum,https://leetcode.com/problems/binary-tree-maximum-path-sum/description/,MEDIUM,CLASSWORK,trees
Path Sum III,https://leetcode.com/problems/path-sum-iii/description/,MEDIUM,CLASSWORK,trees
Path Sum II,https://leetcode.com/problems/path-sum-ii/description/,MEDIUM,HOMEWORK,trees
Sum Root to Leaf Numbers,https://leetcode.com/problems/sum-root-to-leaf-numbers/description/,MEDIUM,CLASSWORK,trees
Sum of Left Leaves,https://leetcode.com/problems/sum-of-left-leaves/description/,EASY,HOMEWORK,trees
Maximum Difference Between Node and Ancestor,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/description/,MEDIUM,HOMEWORK,trees
Sum Tree,https://www.geeksforgeeks.org/problems/sum-tree/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,HOMEWORK,trees
Binary Search Trees,https://www.geeksforgeeks.org/problems/binary-search-trees/0,EASY,CLASSWORK,binary-search-tree
Search in a Binary Search Tree,https://leetcode.com/problems/search-in-a-binary-search-tree/description/,EASY,CLASSWORK,binary-search-tree
Convert Sorted Array to Binary Search Tree,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/description/,MEDIUM,HOMEWORK,binary-search-tree
Kth Smallest Element in a BST,https://leetcode.com/problems/kth-smallest-element-in-a-bst/description/,EASY,HOMEWORK,binary-search-tree
Balance a Binary Search Tree,https://leetcode.com/problems/balance-a-binary-search-tree/description/,MEDIUM,HOMEWORK,binary-search-tree
Binary Search Tree to Greater Sum Tree,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree/description/,MEDIUM,HOMEWORK,binary-search-tree
Trim a Binary Search Tree,https://leetcode.com/problems/trim-a-binary-search-tree/,MEDIUM,CLASSWORK,binary-search-tree
Validate Binary Search Tree,https://leetcode.com/problems/validate-binary-search-tree/description/,MEDIUM,CLASSWORK,binary-search-tree
Range Sum of BST,https://leetcode.com/problems/range-sum-of-bst/description/,EASY,HOMEWORK,binary-search-tree
Distribute Coins in Binary Tree,https://leetcode.com/problems/distribute-coins-in-binary-tree/description/,MEDIUM,HOMEWORK,binary-search-tree
All Elements in Two Binary Search Trees,https://leetcode.com/problems/all-elements-in-two-binary-search-trees/description/,MEDIUM,HOMEWORK,binary-search-tree
Largest BST,https://www.geeksforgeeks.org/problems/largest-bst/1,MEDIUM,CLASSWORK,binary-search-tree
Maximum Sum BST in Binary Tree,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/,MEDIUM,HOMEWORK,binary-search-tree
Recover Binary Search Tree,https://leetcode.com/problems/recover-binary-search-tree/description/,MEDIUM,CLASSWORK,binary-search-tree
Valid BST from Preorder,https://www.interviewbit.com/problems/valid-bst-from-preorder/,MEDIUM,HOMEWORK,binary-search-tree
Lowest Common Ancestor of a Binary Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/description/,MEDIUM,CLASSWORK,binary-search-tree
Lowest Common Ancestor of a Binary Search Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/description/,EASY,CLASSWORK,binary-search-tree
Insert into a Binary Search Tree,https://leetcode.com/problems/insert-into-a-binary-search-tree/,EASY,CLASSWORK,binary-search-tree
Delete Node in a BST,https://leetcode.com/problems/delete-node-in-a-bst/,MEDIUM,CLASSWORK,binary-search-tree
Flatten BST to sorted list,https://www.geeksforgeeks.org/problems/flatten-bst-to-sorted-list--111950/1?page=3&category=Binary%20Search%20Tree&sortBy=difficulty,EASY,HOMEWORK,balanced-binary-search-tree
Minimum BST Sum Subtree,https://www.geeksforgeeks.org/problems/flatten-bst-to-sorted-list--111950/1?page=3&category=Binary%20Search%20Tree&sortBy=difficulty,HARD,HOMEWORK,balanced-binary-search-tree
Predecessor and Successor,https://www.geeksforgeeks.org/problems/predecessor-and-successor/1?page=3&category=Binary%20Search%20Tree&sortBy=difficulty,EASY,HOMEWORK,balanced-binary-search-tree
Ceil in BST,https://www.geeksforgeeks.org/problems/implementing-ceil-in-bst/1?page=3&category=Binary%20Search%20Tree&sortBy=difficulty,EASY,HOMEWORK,balanced-binary-search-tree
Floor in BST,https://www.geeksforgeeks.org/problems/floor-in-bst/1?page=3&category=Binary%20Search%20Tree&sortBy=difficulty,EASY,HOMEWORK,balanced-binary-search-tree
Delete nodes greater than k,https://www.geeksforgeeks.org/problems/delete-nodes-greater-than-k/1?page=3&category=Binary%20Search%20Tree&sortBy=difficulty,EASY,HOMEWORK,balanced-binary-search-tree
Root to Leaf Paths,https://www.geeksforgeeks.org/problems/root-to-leaf-paths/1?page=2&category=Binary%20Search%20Tree&sortBy=difficulty,EASY,HOMEWORK,balanced-binary-search-tree
AVL Tree Insertion,https://www.geeksforgeeks.org/problems/avl-tree-insertion/1,HARD,CLASSWORK,balanced-binary-search-tree
AVL Tree Deletion,https://www.geeksforgeeks.org/problems/avl-tree-deletion/1,HARD,CLASSWORK,balanced-binary-search-tree
Huffman Encoding,https://www.geeksforgeeks.org/problems/huffman-encoding3345/1,HARD,CLASSWORK,huffman-coding
Find Substring With Given Hash Value,https://leetcode.com/problems/find-substring-with-given-hash-value/,HARD,CLASSWORK,pattern-matching
Repeated DNA Sequences,https://leetcode.com/problems/repeated-dna-sequences/,MEDIUM,CLASSWORK,pattern-matching
Check If a String Contains All Binary Codes of Size K,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k/,MEDIUM,HOMEWORK,pattern-matching
Search Pattern (Rabin-Karp Algorithm),https://www.geeksforgeeks.org/problems/search-pattern-rabin-karp-algorithm--141631/1?page=1&category=Pattern%20Searching&sortBy=submissions,HARD,CLASSWORK,pattern-matching
Number of Substrings,https://judge.yosupo.jp/problem/number_of_substrings,MEDIUM,CLASSWORK,pattern-matching
Longest Duplicate Substring,https://leetcode.com/problems/longest-duplicate-substring/,HARD,CLASSWORK,pattern-matching
Maximum Length of Repeated Subarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray/,MEDIUM,CLASSWORK,pattern-matching
Longest Chunked Palindrome Decomposition,https://leetcode.com/problems/longest-chunked-palindrome-decomposition/,HARD,HOMEWORK,pattern-matching
Distinct Echo Substrings,https://leetcode.com/problems/distinct-echo-substrings/,HARD,HOMEWORK,pattern-matching
Implement Trie (Prefix Tree),https://leetcode.com/problems/implement-trie-prefix-tree/,MEDIUM,CLASSWORK,tries
Replace Words,https://leetcode.com/problems/replace-words/,MEDIUM,HOMEWORK,tries
Find the longest string,https://www.geeksforgeeks.org/problems/find-the-longest-string--170645/1?page=1&category=Trie&sortBy=difficulty,MEDIUM,HOMEWORK,tries
CamelCase Pattern Matching,https://www.geeksforgeeks.org/problems/camelcase-pattern-matching2259/1?page=1&category=Trie&sortBy=difficulty,MEDIUM,HOMEWORK,tries
Count of distinct substrings,https://www.geeksforgeeks.org/problems/count-of-distinct-substrings/1?page=1&category=Trie&sortBy=difficulty,MEDIUM,HOMEWORK,tries
Count words in a Trie,https://www.geeksforgeeks.org/problems/count-words-in-a-trie/1?page=1&category=Trie&sortBy=difficulty,MEDIUM,HOMEWORK,tries
Find duplicate rows in a binary matrix,https://www.geeksforgeeks.org/problems/find-duplicate-rows-in-a-binary-matrix/1?page=1&category=Trie&sortBy=difficulty,EASY,CLASSWORK,tries
Unique rows in boolean matrix,https://www.geeksforgeeks.org/problems/unique-rows-in-boolean-matrix/1?page=1&category=Trie&sortBy=difficulty,EASY,CLASSWORK,tries
Find the Length of the Longest Common Prefix,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/,MEDIUM,HOMEWORK,tries
Search Suggestions System,https://leetcode.com/problems/search-suggestions-system/,MEDIUM,HOMEWORK,tries
Top K Frequent Words,https://leetcode.com/problems/top-k-frequent-words/,MEDIUM,HOMEWORK,tries
Sum of Prefix Scores of Strings,https://leetcode.com/problems/sum-of-prefix-scores-of-strings/,MEDIUM,HOMEWORK,tries
Maximum XOR of Two Numbers in an Array,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/,MEDIUM,CLASSWORK,tries
Maximum XOR subarray,https://www.geeksforgeeks.org/problems/maximum-xor-subarray--141631/1,MEDIUM,CLASSWORK,tries
Maximum XOR With an Element From Array,https://leetcode.com/problems/maximum-xor-with-an-element-from-array/,MEDIUM,HOMEWORK,tries
Min Heap implementation,https://www.geeksforgeeks.org/problems/min-heap-implementation/1?page=1&category=Heap&sortBy=difficulty,MEDIUM,HOMEWORK,heaps
Binary Heap Operations,https://www.geeksforgeeks.org/problems/operations-on-binary-min-heap/1?page=2&category=Heap&sortBy=difficulty,MEDIUM,HOMEWORK,heaps
Heap Sort,https://www.geeksforgeeks.org/problems/heap-sort/1,MEDIUM,CLASSWORK,heaps
Kth Largest Element in an Array,https://leetcode.com/problems/kth-largest-element-in-an-array/description/,EASY,CLASSWORK,heaps
Last Stone Weight,https://leetcode.com/problems/last-stone-weight/description/,EASY,CLASSWORK,heaps
Minimum Cost of ropes,https://www.geeksforgeeks.org/problems/minimum-cost-of-ropes-1587115620/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,EASY,CLASSWORK,heaps
Relative Ranks,https://leetcode.com/problems/relative-ranks/description/,EASY,HOMEWORK,heaps
K Largest Elements,https://www.interviewbit.com/problems/k-largest-elements/,MEDIUM,HOMEWORK,heaps
Nearly sorted,https://www.geeksforgeeks.org/problems/nearly-sorted-1587115620/1,MEDIUM,HOMEWORK,heaps
Relative Ranks,https://leetcode.com/problems/relative-ranks/,EASY,HOMEWORK,heaps
Ugly Number II,https://leetcode.com/problems/ugly-number-ii/,MEDIUM,HOMEWORK,heaps
Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements/,MEDIUM,HOMEWORK,heaps
Reduce Array Size to The Half,https://leetcode.com/problems/reduce-array-size-to-the-half/,MEDIUM,HOMEWORK,heaps
Find median in a stream,https://www.geeksforgeeks.org/problems/find-median-in-a-stream-1587115620/1,MEDIUM,CLASSWORK,heaps
Make Array Zero by Subtracting Equal Amounts,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts/description/,EASY,HOMEWORK,heaps
Max Triplet Product,https://leetcode.com/problems/maximum-product-of-three-numbers/,EASY,HOMEWORK,heaps
Maximum Product of Two Elements in an Array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array/description/,EASY,HOMEWORK,heaps
Kth Largest Element in a Stream,https://leetcode.com/problems/kth-largest-element-in-a-stream/description/,MEDIUM,HOMEWORK,heaps
Operations on PriorityQueue,https://www.geeksforgeeks.org/problems/operations-on-priorityqueue/1?page=1&category=Heap&sortBy=difficulty,EASY,HOMEWORK,heaps
Merge two binary Max heaps,https://www.geeksforgeeks.org/problems/merge-two-binary-max-heap0144/1?page=1&category=Heap&sortBy=difficulty,EASY,HOMEWORK,heaps
Maximum Diamonds,https://www.geeksforgeeks.org/problems/chinky-and-diamonds3340/1?page=1&category=Heap&sortBy=difficulty,EASY,HOMEWORK,heaps
Merge k Sorted Arrays,https://www.geeksforgeeks.org/problems/merge-k-sorted-arrays/1,MEDIUM,CLASSWORK,heaps
Design Twitter,https://leetcode.com/problems/design-twitter/description/,HARD,HOMEWORK,heaps
Smallest range in K lists,https://www.geeksforgeeks.org/problems/find-smallest-range-containing-elements-from-k-lists/1?page=2&category=Heap&sortBy=difficulty,MEDIUM,HOMEWORK,heaps
Jump Game,https://leetcode.com/problems/jump-game/,MEDIUM,CLASSWORK,heaps
Jump Game II,https://leetcode.com/problems/jump-game-ii/,MEDIUM,CLASSWORK,heaps
Minimum Number of Refueling Stops,https://leetcode.com/problems/minimum-number-of-refueling-stops/,MEDIUM,HOMEWORK,heaps
Maximize Toys,https://www.geeksforgeeks.org/problems/activity-selection-1587115620/1,EASY,CLASSWORK,greedy
Three Great Candidates,https://www.geeksforgeeks.org/problems/three-great-candidates0515/1,EASY,CLASSWORK,greedy
Fractional Knapsack,https://www.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1,MEDIUM,CLASSWORK,greedy
Police and Thieves,https://www.geeksforgeeks.org/problems/police-and-thieves--141631/1,MEDIUM,CLASSWORK,greedy
Maximum number of events that can be attended,https://www.geeksforgeeks.org/problems/maximum-number-of-events-that-can-be-attended--170636/1?page=2&category=Heap&sortBy=difficulty,MEDIUM,CLASSWORK,greedy
N meetings in one room,https://www.geeksforgeeks.org/problems/n-meetings-in-one-room-1587115620/1?page=2&category=Greedy&sortBy=difficulty,EASY,HOMEWORK,greedy
Last Moment Before All Ants Fall Out,https://www.geeksforgeeks.org/problems/last-moment-before-all-ants-fall-out-of-a-plank/1?page=3&category=Greedy&sortBy=difficulty,EASY,HOMEWORK,greedy
Job Sequencing Problem,https://www.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1?page=5&category=Greedy&sortBy=difficulty,MEDIUM,CLASSWORK,greedy
Number of Flowers in Full Bloom,https://leetcode.com/problems/number-of-flowers-in-full-bloom/,MEDIUM,CLASSWORK,greedy
Minimum Number of Taps to Open to Water a Garden,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden/description/,MEDIUM,CLASSWORK,greedy
Maximum Meetings in One Room,https://www.geeksforgeeks.org/problems/maximum-meetings-in-one-room/1?page=3&category=Greedy&sortBy=difficulty,MEDIUM,HOMEWORK,greedy
Task Scheduler,https://www.geeksforgeeks.org/problems/task-scheduler/1?page=3&category=Greedy&sortBy=difficulty,MEDIUM,HOMEWORK,greedy
Activity Selection,https://www.geeksforgeeks.org/problems/activity-selection-1587115620/1?page=5&category=Greedy&sortBy=difficulty,MEDIUM,HOMEWORK,greedy
Meeting Rooms III,https://www.geeksforgeeks.org/problems/meeting-rooms-iii/1?page=3&category=Heap&sortBy=difficulty,MEDIUM,HOMEWORK,greedy
